,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
196194,1410558425361272840,1163801617537409025,2021-07-01T11:18:30.000Z,This International Reggae Day I will be catching #RockersFilm https://t.co/v9TbqSlS6O,Twitter for Android,East Africa,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1448607,1518972473588559872,707539081123733504,2022-04-26T15:17:13.000Z,Elon Musk doesn't even identify as african,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1081763,1492571646074437633,301328633,2022-02-12T18:49:45.000Z,@momocherise It's better when Momo plays fool and I remain a captain,Twitter for Android,Luwero,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
174624,1408641820674908160,2967377974,2021-06-26T04:22:36.000Z,Choke while sucking it https://t.co/IPgz8BKcGv,Twitter for Android,In Pain,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
39420,1394576076144353285,1360515442054467591,2021-05-18T08:50:21.000Z,Writing is oukay naye\nVocal apology can leave u paralyzed😅😅🙌🙌 https://t.co/SFrpvvL7Dm,Twitter for Android,🇺🇬,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
1306501,1509496511163514883,390573917,2022-03-31T11:43:08.000Z,"Buying fish from Rachel, Joel and Mosh this afternoon. \nI hope it won't be packed in my CV or application paper. 🤣🤣🤣🤣 https://t.co/Qirq1fucwB",Twitter for Android,"Kampala, Uganda",Uganda,Ggaba Landing Site,"[32.636027204148604, 0.2550834827803419, 32.636027204148604, 0.2550834827803419]"
1307231,1509540059401306119,1233677031000420358,2022-03-31T14:36:10.000Z,@Sheilla35653956 Tea\nWhere\nWet \nAte \nHere\nThere\nWere\nWhat \nHat\nHate,Twitter for Android,"Africa, Uganda🇺🇬🇯🇲",Uganda,"Lira, Uganda","[32.7733774, 1.9970944, 33.657243, 2.6531646]"
502050,1437839607920484361,1424752588826742786,2021-09-14T18:04:10.000Z,TOYOTA FIELDER \nYEAR: 2008\nCOLOR: WHITE \nEngine: 1.5L \n✅ PRICE: 28M\n _Available In Stock_ CALL: 0781460134/0707688071\n#zekecarsug https://t.co/32td7AyBCh,Twitter for Android,"Nakawa, Uganda ",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
416754,1429842681153343496,997170287727792134,2021-08-23T16:27:15.000Z,Join the group and blood drive campaign to save life https://t.co/bFafipwtdC https://t.co/D9qhYy1avr,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
764173,1463137075935551493,1402269705520529414,2021-11-23T13:27:17.000Z,There you go https://t.co/zUqOqz2LhI https://t.co/sZlM55E5bg,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
626254,1449362535845662721,1092277546157264896,2021-10-16T13:12:11.000Z,This our country https://t.co/OdR10uzxXA,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1232859,1504341201864044544,857346938265645057,2022-03-17T06:17:46.000Z,African philanthropy progress today is one of the greatest things of this century @patrickbitature @mtnug  @TrustAfrica  keep on... https://t.co/98ycwfQCRs,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1199338,1501863948232146944,1348995660285140996,2022-03-10T10:14:03.000Z,@Jonathan_Molis @Nina09393958 @Balaam_256 @Nabimara_paul @Glesom97 @BrightoDynasty @kingsula11 @bamwinejnr @MimiHearts1 @mr___honey @BrytVivid @MaamaKampala21 Eeee oba how do I explain to uuuu,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1175830,1499994722399571970,212184371,2022-03-05T06:26:25.000Z,@BarashaOfficial Bro...I was so pla 🤯,Twitter for Android,Where The Vibe Is,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
573605,1444737194875396100,1200827442748895235,2021-10-03T18:52:43.000Z,Rejection of this voice that is TRUMPETING 🎺🎺🎷🎷🎷 The Glorious coming of the MESSIAH is an open ticket to HELL\n#EternalRevival https://t.co/BIEuFPKWmM,Twitter for Android,Nansana - kyebando,Uganda,"Bukedea, Uganda","[33.9180027, 1.1593248, 34.2753653, 1.5902916]"
890805,1475393518109700096,1384158655390519309,2021-12-27T09:10:00.000Z,@MoneyBaggYo Rule#2. Read Rule #1 again,Twitter for Android,Pearl of Africa 🇺🇬,Uganda,"Kabale, Uganda","[29.7294059, -1.4812885, 30.2990389, -0.9883408]"
218169,1412395624868241412,625742508,2021-07-06T12:58:52.000Z,Thank You God 🙏,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1005387,1485822504887332873,934026494,2022-01-25T03:51:05.000Z,At least 6 people died and 40 were injured in a stampede that happened yesterday evening outside the stadium ahead of the game between Cameroon and Comoros that ended in favor of Cameroon.\n#CapitalSports https://t.co/mzXVvW4Qcr,Twitter for iPhone,Plot 1A Cooper Road,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1433267,1517933677270994944,1507641301327654912,2022-04-23T18:29:25.000Z,@fsnakazibwe Farudah kumbe ur a Gunner too much luv madam,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1440145,1518446050700312579,1516796401061089284,2022-04-25T04:25:24.000Z,Good morning Uganda...Ablissful week,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1110207,1494790534212329481,1419313556437209092,2022-02-18T21:46:49.000Z,Whoever follow the example of Jesus will never die but having eternal life.\n#RestoredAltar,Twitter for Android,,Uganda,"Tororo, Uganda","[33.8750357, 0.5749347, 34.3140354, 0.9053201]"
856190,1472140625051013120,2233364568,2021-12-18T09:44:10.000Z,@VivianEvelyn15 I just want you to treat me,Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
20403,1392314680316731393,850527360,2021-05-12T03:04:22.000Z,@IsraeliPM @IsraeliPM @IsraelMFA we wish to inform you  that if in the beginning of creation you behaved so poorly but the almighty paved for your ancestors. What you special now that u become tormentors of peace. #FreePalestine,Twitter for Android,kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1094723,1493649250667974656,1336944098998161408,2022-02-15T18:11:46.000Z,I saw my girlfriend with my Dad yesterday. I’m sure he isn’t aware the chic is my girl,Twitter for iPhone,Buziga,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
414840,1429673769866600453,1175726161072205824,2021-08-23T05:16:03.000Z,@monicn0 Morning Monic,Twitter for Android,Nansana west zone 2,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1379866,1514605939453673488,1128544716511948801,2022-04-14T14:06:10.000Z,@nehemiah0_ @bamwinejnr @LilyNampa @MimiHearts1 @kebirungilydi @lubersolz @NuurLight2 @IamHaxx @Baeine1 @BrightoDynasty @TeacherTugume @3200 Opps. Thanks for this. The next time I'm in Kisenyi I'll tap.,Twitter for Android,Ugandan,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
646415,1451450082075815973,1392885858655739905,2021-10-22T07:27:20.000Z,"@TonyOwana May the souls of the 2 irreplaceable news anchors rest in everlasting peace,amen",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
921008,1477901482192248832,1175726161072205824,2022-01-03T07:15:46.000Z,If it was easy everyone would do it,Twitter for Android,Nansana west zone 2,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
6683,1390579398915633153,1386440597561651208,2021-05-07T08:08:59.000Z,"@AkampuriraDan2 Hello big bro , hw a u doing",Twitter for Android,,Uganda,"Ntungamo, Uganda","[30.0199051, -1.1954741, 30.5940213, -0.7170855]"
735328,1460555107179843584,1123996806,2021-11-16T10:27:28.000Z,@spokes_the @Eng_Enan_ Just thinking\nTrue but real\nThat is why we pray to God 100% every day !! https://t.co/tTT2L4wY9Q,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
327079,1421405439980408834,390220732,2021-07-31T09:40:39.000Z,@UncleMarkUganda @BukiFruits But @UncleMarkUganda you like cooking your divine partner will never struggle keep it up.,Twitter for Android,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
101195,1401634503035084805,1376654320112963584,2021-06-06T20:18:01.000Z,"@DailyMonitor He said, they would shoot if trying to bypass them. I hope, it will not be done anyhow to any body bypassing the traffic check point. Maybe to wrong people like assassins.",Twitter for Android,,Uganda,"Nebbi, Uganda","[30.7409704, 2.1544214, 31.5296875, 2.7839246]"
609559,1447880690305994753,1389891771107323906,2021-10-12T11:03:51.000Z,Everyone is here seeing this picture.\nAsk well what they  passed through in the start of marriage.\nDNA\nThings were not easy.\nYou can also withstand all the bad things you are passing through with your partner and you will be well. https://t.co/NKyqzv9LW8,Twitter for Android,"Kisoro, Uganda",Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
507169,1438250949731094531,956966122099798019,2021-09-15T21:18:42.000Z,The Christian Heaven Celebrate is one who openly confesses Christ\n#EnduringInChrist https://t.co/av9j8QuXBk,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
801265,1466801891506073604,975747596206649346,2021-12-03T16:09:57.000Z,@ellymprince @SydaBossbaby She cant,Twitter for Android,Asgard,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
899806,1476147998031859716,2521307285,2021-12-29T11:08:02.000Z,@Shifframarvins1 Things happen....,Twitter for Android,"Kampala, Uganda",Uganda,"Iganga, Uganda","[33.2186581, 0.441656, 33.6832999, 1.0773616]"
636365,1450468930997391365,1105239871,2021-10-19T14:28:36.000Z,@bendavis999 @bbcworldservice I will be happy to do the interview.,Twitter for iPhone,Entebbe Uganda ,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
780410,1464696399161872393,1207929423846158337,2021-11-27T20:43:28.000Z,Drop ❤️ &amp; Follow the Hearts ♥,Twitter for Android,🇺🇬,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
378156,1426432784780959745,1391619375371784193,2021-08-14T06:37:32.000Z,Today ♥️ma team is playing .the only team that has won premier League cup 13times and we are winning this season 🥰\nTag man u fans https://t.co/cDMsFOTozh,Twitter for Android,,Uganda,Uganda,"[29.5735676, -1.4812885, 35.0360497, 4.23164]"
644422,1451205312162275332,1303241160060735488,2021-10-21T15:14:43.000Z,@Lethallady01 Feeding children while sleeping and not Brushing before bedtime.,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
813334,1467998089160101895,1312460694160375809,2021-12-06T23:23:13.000Z,@poplildavid Thanks 🙏🏼 a lot dear 🥰❤️😍,Twitter for iPhone,Uganda🇺🇬,Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
1347637,1512452497243353089,1027638919653928963,2022-04-08T15:29:10.000Z,They never forget on these streets👐 https://t.co/KBdJn0Jobc,Twitter for Android,"Rubaga, Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
85193,1400109269014433801,826093149844021248,2021-06-02T15:17:17.000Z,@d_mukungu yes... For you it's called chill with the boys otherwise known to some as FIFA tournaz 😏,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
446644,1432635905433559041,583480873,2021-08-31T09:26:31.000Z,Happy birthday wishes @kihumuroruben ...,Twitter for Android,kla,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1220828,1503469615019487235,1498778755296342016,2022-03-14T20:34:23.000Z,@realkwamekevin every wea c pocibo,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
105384,1402176685353668608,739754806017982464,2021-06-08T08:12:27.000Z,You got to put on the mask at all times. https://t.co/S5W5byIdkR,Twitter for Android,Mutungo Hill ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1246213,1505292162384240652,2607325064,2022-03-19T21:16:33.000Z,@fornology12 @EtsyBoostCom @Bigwhale12345 @BelloAdebayo20 @_Obinna_Obi @dinhowavyy @ArrdeyTv @Carlos67613426 @RedlineMediaSA @timele92 @BryanJypson @wuodameli @dukh_aur_dard @King_Kidd__ @factos_RM @Signorpalm Let’s follow guys,Twitter for iPhone,"Kampala, Uganda",Uganda,"Maracha, Uganda","[30.8004862, 3.0092159, 31.428837, 3.3705873]"
946793,1480200156511358980,1363893878340861956,2022-01-09T15:29:52.000Z,@kinghazard01 Future presdo,Twitter for iPhone,,Uganda,"Bushenyi, Uganda","[29.6771363, -0.7804233, 30.5065842, -0.0721552]"
1196977,1501656218460377096,1348376041895682053,2022-03-09T20:28:36.000Z,@Amse12345 This is very impossible,Twitter for Android,In Bed 🛏😌,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
427807,1430887298455855113,1384464441673240577,2021-08-26T13:38:11.000Z,"Rates at cafe Javas \n\n""We did it."" https://t.co/Gl9uBQDj5h",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
745304,1461418179285196818,1445852775632474112,2021-11-18T19:37:00.000Z,@sirderis Closing the book after the lunch time bell rings,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1276945,1507380806930546692,1305464281497034754,2022-03-25T15:36:04.000Z,"Ceiling fitting lights available in golden finish.\nRadiate cool white, white,  warm and warm-white light.\nThis is available only in white color at UGX  140,000\nFind us at ;\n📍Electrical Plaza shop UG24 \n📍Kasangati, Opp Total (Bulamu) Fuel station https://t.co/lrjS4qmW6I",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
739605,1460953424900632577,928157138274410496,2021-11-17T12:50:14.000Z,It's time to reimagine how you party and how you drink for the better! Make it unforgettable by trying @WildCraneGin \n\nOrder for your #WildCraneWaragi Online here -  https://t.co/fi3raOrZqS \n#DrinkDifferent https://t.co/4itVKQyh4r,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
89971,1400547376067186689,626558555,2021-06-03T20:18:10.000Z,"David Olwa (Program Manager for Uganda RedCross - Innovative Approaches in Response Preparedness Program)\n""We have a team of Responders that supported the floods affected families innButaleja. We as RedCross are here again to offer a hand &amp; enable the affected to rebuild lives.” https://t.co/aMC1MGSiII",Twitter for Android,"Kampala, Uganda",Uganda,Uganda,"[29.5735676, -1.4812885, 35.0360497, 4.23164]"
417178,1429869911187283972,366545260,2021-08-23T18:15:27.000Z,Was Glue one of the words included on the suggested words on the board?\n#BBNaija,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
241712,1414224230057660418,1400500078943653896,2021-07-11T14:05:06.000Z,@nollie_gloria Thanks @nollie_gloria.\nWe deliver to you door step.,Twitter for iPhone,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1276549,1507361820335616008,828134705153323008,2022-03-25T14:20:38.000Z,"Caption culture function @ Naguru, Uganda https://t.co/0riXRVDg6j",Instagram,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
900018,1476159629558231042,2926636541,2021-12-29T11:54:16.000Z,"@AnkoleSon45 @h_shilla @emeka_ug Nah, those ones are opposite Finance trust",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
761372,1462869162695569415,1291375818875297792,2021-11-22T19:42:41.000Z,"@cripcy_deblin1 @SekajjaMartin @IyalodeAjiroba @Banky__moon @OsumPurity @MaziOnyebuchip @TeddyBerlusconi @Issa_Esinam @bashil256 @kingelvinho @SOnOf_Jack1 @onikabackup1 @gnont .      📣army📣\n         Let's GAIN \n              👇🏼\n   🔥🔥🔥🔥🔥🔥\n   🔥COMMENT🔥\n     🔥FOLLOW🔥\n        🔥LIKE  🔥\n          🔥RT 🔥\n            🔥!🔥\n               🔥@yummy_tweep\n   🔜 1️⃣0️⃣,0️⃣0️⃣0️⃣\n   ...............................",Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
750946,1461969723533496329,1270277599764385793,2021-11-20T08:08:38.000Z,Be serious bro https://t.co/KWZTYhtdP5,Twitter for Android,kampala,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1143316,1497279811714048002,1253407540475498496,2022-02-25T18:38:19.000Z,"@hellenmajeri1 Eeh it's horn ... if Horn would be measured , I would be beyond the limits😩",Twitter for Android,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
194458,1410415794987667457,1058653176021348357,2021-07-01T01:51:44.000Z,@420thecuzz @UG_confesses If it  is purely herbal as claimed waiting for its side effects is like waiting  for the second coming of the messiah .u will die waiting,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
526860,1440232818156531720,1367157723016687616,2021-09-21T08:33:56.000Z,@kayondocharls @ismailbukenya1 sure,Twitter for Android,"Kampala,Munyonyo",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
21242,1392391831653175297,1389699405595426818,2021-05-12T08:10:56.000Z,@Adebowa23998569 Done already,Twitter for Android,DM for Promo📥📤,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
